,id,index_right,cluster,sqkm,precipitation prc_mean,SGC yld Irrigation High_mean,YAM yld Rain-fed Low_mean,CAS yld Rain-fed Low_mean,SGC yld Rain-fed High_mean,SGC evt Irrigation Low_mean,PTS evt Rain-fed Low_mean,RCP yld Irrigation Low_mean,YAM cwd Rain-fed High_mean,CON cwd Rain-fed High_mean,CON evt Irrigation Low_mean,CAS evt Rain-fed High_mean,PTS yld Rain-fed High_mean,PTS evt Irrigation High_mean,RCP yld Rain-fed High_mean,SGC yld Rain-fed Low_mean,RCP evt Rain-fed Low_mean,YAM yld Irrigation High_mean,SGC yld Irrigation Low_mean,CON yld Irrigation High_mean,CON yld Irrigation Low_mean,YAM evt Irrigation High_mean,CAS evt Irrigation Low_mean,RCP cwd Rain-fed Low_mean,SGC cwd Irrigation Low_mean,RCP yld Rain-fed Low_mean,CON cwd Rain-fed Low_mean,RCP evt Irrigation High_mean,PTS evt Rain-fed High_mean,YAM evt Rain-fed High_mean,PTS cwd Rain-fed High_mean,YAM evt Rain-fed Low_mean,PTS evt Irrigation Low_mean,CAS cwd Irrigation Low_mean,CAS yld Rain-fed High_mean,CON yld Rain-fed Low_mean,PTS cwd Irrigation High_mean,CAS evt Irrigation High_mean,CON cwd Irrigation Low_mean,PTS cwd Rain-fed Low_mean,SGC evt Rain-fed Low_mean,CON evt Rain-fed High_mean,SGC cwd Rain-fed Low_mean,RCP cwd Irrigation High_mean,SGC cwd Irrigation High_mean,CAS yld Irrigation Low_mean,CAS evt Rain-fed Low_mean,YAM yld Irrigation Low_mean,YAM cwd Rain-fed Low_mean,PTS yld Rain-fed Low_mean,PTS cwd Irrigation Low_mean,CON yld Rain-fed High_mean,PTS yld Irrigation High_mean,SGC evt Irrigation High_mean,CON evt Rain-fed Low_mean,RCP yld Irrigation High_mean,YAM cwd Irrigation High_mean,YAM evt Irrigation Low_mean,CON cwd Irrigation High_mean,PTS yld Irrigation Low_mean,CON evt Irrigation High_mean,RCP evt Irrigation Low_mean,YAM cwd Irrigation Low_mean,RCP cwd Irrigation Low_mean,CAS yld Irrigation High_mean,RCP evt Rain-fed High_mean,CAS cwd Irrigation High_mean,RCP cwd Rain-fed High_mean,CAS cwd Rain-fed High_mean,SGC cwd Rain-fed High_mean,SGC evt Rain-fed High_mean,CAS cwd Rain-fed Low_mean,YAM yld Rain-fed High_mean,LCType2,LCType5,LCType6,LCType10,geometry
24,24,0,FJI,87.69337198895055,2322.8333333333335,11319.333333333334,2554.3333333333335,2187.5,11319.333333333334,890.3333333333334,512.8333333333334,2033.3333333333333,1.0,1.0,464.5,916.8333333333334,7767.166666666667,607.3333333333334,7678.333333333333,3578.3333333333335,485.5,8632.5,3527.5,4415.833333333333,883.8333333333334,840.3333333333334,604.6666666666666,1.0,1.0,1896.5,0.6666666666666666,605.1666666666666,622.5,991.0,1.0,855.0,512.1666666666666,1.0,9382.333333333334,884.8333333333334,1.0,714.3333333333334,0.6666666666666666,1.0,1029.6666666666667,897.0,1.0,3.6666666666666665,17.833333333333332,2108.6666666666665,771.1666666666666,2550.8333333333335,1.0,2358.5,1.0,4415.833333333333,7767.333333333333,1067.8333333333333,526.6666666666666,8385.833333333334,3.5,682.6666666666666,1.0,2358.5,719.0,508.5,1.0,1.0,9382.333333333334,546.1666666666666,1.0,1.0,1.0,1.0,1226.8333333333333,1.0,8632.5,,,2.0,4.0,"POLYGON ((177.60293500000017 -18.00604699999995, 177.6029350000002 -17.916046999999946, 177.51293500000023 -17.916046999999946, 177.51293500000017 -18.00604699999995, 177.60293500000017 -18.00604699999995))"
25,25,0,FJI,87.73683656235434,2043.0,11368.25,2757.5,2281.25,11368.25,851.75,493.25,2051.25,1.0,0.75,172.25,869.5,8108.5,579.25,7981.5,3571.0,449.25,9430.75,3501.0,3380.75,360.25,799.0,572.75,1.0,1.0,1878.0,0.25,571.0,595.0,941.5,1.0,806.75,485.25,1.0,9564.5,360.75,1.0,675.5,0.25,1.0,972.5,655.25,1.0,8.5,26.5,2193.75,731.25,2753.25,1.0,2586.5,1.0,3380.5,8118.75,1002.5,195.25,9010.0,9.5,656.5,0.75,2586.5,518.5,496.25,1.0,1.0,9564.5,489.75,1.0,1.75,1.75,2.0,1161.75,1.0,9430.25,,,3.0,1.0,"POLYGON ((177.6029350000002 -17.916046999999946, 177.60293500000017 -17.82604699999995, 177.51293500000023 -17.82604699999995, 177.51293500000023 -17.916046999999946, 177.6029350000002 -17.916046999999946))"
26,26,0,FJI,87.78008828922194,2045.5,11298.75,2668.5,2270.5,11298.75,847.5,487.5,2047.5,1.0,0.5,336.75,864.5,8024.0,573.5,7985.5,3560.75,434.5,9389.25,3493.75,2460.0,664.0,793.0,569.5,1.0,1.0,1873.75,0.5,563.0,588.5,936.75,1.0,802.75,482.0,1.0,9541.25,665.25,1.0,671.75,0.5,1.0,965.25,448.75,1.0,10.5,32.0,2186.5,727.5,2664.5,1.0,2531.5,1.0,2459.75,8034.25,991.5,382.75,8944.5,11.25,653.75,0.5,2531.5,358.5,489.0,1.0,1.0,9541.25,497.0,1.0,1.75,1.75,2.0,1155.25,1.0,9388.75,1.0,,2.0,1.0,"POLYGON ((177.60293500000017 -17.826046999999953, 177.6029350000002 -17.73604699999995, 177.51293500000023 -17.73604699999995, 177.51293500000023 -17.826046999999953, 177.60293500000017 -17.826046999999953))"
27,27,0,FJI,87.8231270856861,2053.75,11355.0,2674.25,2294.75,11355.0,857.5,485.5,2055.5,1.0,0.75,334.0,872.0,8120.75,573.0,7986.75,3584.5,438.5,9376.0,3518.75,3621.75,649.5,804.0,576.25,1.0,1.0,1879.5,0.5,571.0,588.25,944.0,1.0,809.0,482.75,1.0,9577.25,650.75,1.0,679.75,0.5,1.0,973.5,662.75,1.0,9.0,35.0,2211.25,733.25,2670.0,1.0,2532.5,1.0,3621.75,8123.0,1000.5,379.5,8961.0,9.75,661.75,0.75,2533.0,528.75,487.75,1.0,1.0,9577.25,499.25,1.0,1.0,1.0,1.0,1166.75,1.0,9376.0,1.0,,3.0,,"POLYGON ((177.6029350000002 -17.73604699999995, 177.60293500000014 -17.646046999999946, 177.51293500000023 -17.646046999999946, 177.51293500000023 -17.73604699999995, 177.6029350000002 -17.73604699999995))"
28,28,0,FJI,87.86595286830311,2065.5,11299.5,2733.5,2376.0,11299.5,896.75,504.0,2072.0,1.0,1.0,510.5,900.25,8607.25,587.25,8038.75,3578.25,469.5,9277.0,3535.25,4923.0,1037.25,828.0,602.75,1.0,1.0,1913.5,0.75,582.25,602.75,974.5,1.0,835.75,499.0,1.0,9648.0,1038.5,1.0,711.5,0.75,1.0,1010.75,888.75,1.0,19.5,60.75,2297.5,759.0,2730.25,1.0,2566.25,1.0,4921.5,8628.5,1022.75,577.25,9081.0,22.75,691.5,1.0,2566.75,718.0,499.5,1.0,1.0,9648.0,510.0,1.0,1.0,3.0,3.5,1208.25,1.0,9274.25,,,3.0,1.0,"POLYGON ((177.60293500000014 -17.646046999999946, 177.6029350000002 -17.556046999999946, 177.5129350000002 -17.556046999999946, 177.51293500000023 -17.646046999999946, 177.60293500000014 -17.646046999999946))"
29,29,0,FJI,87.9085655540987,2087.6666666666665,11184.0,2707.3333333333335,2406.6666666666665,11184.0,911.6666666666666,517.0,2075.0,1.0,1.0,681.0,918.3333333333334,8751.0,601.6666666666666,8055.333333333333,3545.6666666666665,474.3333333333333,9180.0,3514.6666666666665,5009.0,1412.3333333333333,838.3333333333334,609.3333333333334,1.0,1.0,1929.6666666666667,1.0,584.3333333333334,618.0,992.6666666666666,1.0,837.6666666666666,510.3333333333333,1.0,9629.0,1414.0,1.0,736.3333333333334,1.0,1.0,1028.0,884.0,1.0,25.333333333333332,77.66666666666667,2332.0,769.3333333333334,2705.0,1.0,2548.6666666666665,1.0,5007.0,8784.333333333334,1039.0,776.6666666666666,9085.333333333334,34.333333333333336,694.3333333333334,1.0,2548.6666666666665,748.3333333333334,504.0,1.0,1.0,9629.0,522.3333333333334,1.0,1.0,5.666666666666667,7.0,1233.6666666666667,1.0,9176.333333333334,,,1.0,2.0,"POLYGON ((177.6029350000002 -17.55604699999995, 177.6029350000002 -17.466046999999943, 177.51293500000023 -17.466046999999943, 177.5129350000002 -17.55604699999995, 177.6029350000002 -17.55604699999995))"
30,30,0,FJI,87.60580464003999,2908.0,11278.0,2068.3333333333335,1903.3333333333333,11278.0,921.3333333333334,540.0,1979.6666666666667,1.0,1.0,482.3333333333333,969.3333333333334,6684.666666666667,638.0,6847.0,3564.0,530.0,6881.666666666667,3515.6666666666665,3815.6666666666665,868.3333333333334,871.0,636.6666666666666,1.0,1.0,1902.6666666666667,0.6666666666666666,635.6666666666666,655.3333333333334,1047.6666666666667,1.0,905.0,543.0,1.0,8994.0,869.0,1.0,753.6666666666666,0.6666666666666666,1.0,1077.0,940.6666666666666,1.0,1.0,1.0,1837.0,808.0,2065.6666666666665,1.0,1804.6666666666667,1.0,3815.6666666666665,6684.666666666667,1141.6666666666667,536.3333333333334,6856.333333333333,1.0,699.6666666666666,1.0,1804.6666666666667,757.0,531.0,1.0,1.0,8994.0,637.0,1.0,1.0,1.0,1.0,1296.0,1.0,6881.666666666667,1.0,,1.0,1.0,"POLYGON ((177.69293500000015 -18.186046999999952, 177.6929350000002 -18.096046999999942, 177.60293500000023 -18.096046999999942, 177.60293500000023 -18.186046999999952, 177.69293500000015 -18.186046999999952))"
31,31,0,FJI,87.64969465323279,2919.0,11339.5,2024.5,1906.25,11339.5,908.5,530.75,1985.5,1.0,1.0,361.0,957.5,6715.25,632.75,6729.5,3580.25,531.75,6742.25,3519.0,3625.0,655.25,859.5,627.75,1.0,1.0,1916.5,0.5,628.25,651.0,1035.5,1.0,904.75,535.25,1.0,9054.25,655.75,1.0,742.5,0.5,1.0,1077.75,929.75,1.0,1.0,1.0,1833.25,807.25,2021.5,1.0,1744.5,1.0,3625.0,6715.25,1125.5,405.5,6742.0,1.0,690.75,1.0,1744.5,746.25,529.75,1.0,1.0,9054.25,630.0,1.0,1.0,1.0,1.0,1278.75,1.0,6742.25,1.0,,2.0,1.0,"POLYGON ((177.6929350000002 -18.096046999999952, 177.69293500000018 -18.006046999999942, 177.60293500000017 -18.006046999999942, 177.60293500000023 -18.096046999999952, 177.6929350000002 -18.096046999999952))"
32,32,0,FJI,87.69337198891178,2376.0,11273.833333333334,2487.3333333333335,2154.8333333333335,11273.833333333334,889.8333333333334,510.3333333333333,2024.8333333333333,1.0,1.0,458.1666666666667,916.6666666666666,7696.833333333333,608.6666666666666,7539.166666666667,3563.5,485.3333333333333,8405.333333333334,3512.1666666666665,4335.833333333333,918.6666666666666,842.6666666666666,604.6666666666666,1.0,1.0,1900.1666666666667,0.6666666666666666,608.1666666666666,626.5,990.3333333333334,1.0,854.1666666666666,510.0,1.0,9341.5,919.8333333333334,1.0,714.0,0.6666666666666666,1.0,1031.6666666666667,901.0,1.0,1.0,12.666666666666666,2078.0,770.3333333333334,2484.1666666666665,1.0,2284.0,1.0,4335.833333333333,7696.833333333333,1072.6666666666667,519.8333333333334,8212.0,1.0,681.8333333333334,1.0,2284.0,718.1666666666666,509.6666666666667,1.0,1.0,9341.5,546.3333333333334,1.0,1.0,1.0,1.0,1226.3333333333333,1.0,8405.333333333334,,,2.0,4.0,"POLYGON ((177.69293500000018 -18.00604699999995, 177.69293500000018 -17.916046999999946, 177.60293500000023 -17.916046999999946, 177.60293500000017 -18.00604699999995, 177.69293500000018 -18.00604699999995))"
33,33,0,FJI,87.73683656233496,2099.0,11336.75,2723.5,2162.5,11336.75,838.75,487.5,2014.25,1.0,0.5,170.25,861.0,7493.5,573.25,7931.0,3559.75,443.75,9461.5,3489.25,2249.0,352.25,795.75,564.25,1.0,1.0,1851.25,0.25,570.0,589.5,931.75,1.0,798.0,479.25,1.0,9383.25,352.75,1.0,665.0,0.25,1.0,964.25,437.75,1.0,1.0,6.5,2079.75,722.5,2719.25,1.0,2544.0,1.0,2249.0,7493.5,1007.5,193.5,8841.25,1.0,646.5,0.5,2544.0,346.25,490.25,1.0,1.0,9383.25,487.25,1.0,1.75,1.0,1.0,1149.0,1.0,9461.5,,,3.0,1.0,"POLYGON ((177.69293500000018 -17.916046999999946, 177.6929350000002 -17.82604699999995, 177.60293500000023 -17.82604699999995, 177.60293500000023 -17.916046999999946, 177.69293500000018 -17.916046999999946))"
34,34,0,FJI,87.78008828925104,2100.0,11371.75,2647.75,2090.25,11371.75,809.0,476.75,1997.75,1.0,0.0,0.0,835.25,7002.25,558.5,7896.75,3557.5,417.25,9543.5,3475.25,0.0,0.0,768.25,543.5,1.0,1.0,1823.25,0.0,548.25,574.5,905.75,1.0,775.75,465.75,1.0,9309.25,0.0,1.0,640.5,0.0,1.0,931.25,0.0,1.0,1.0,1.0,2006.75,701.0,2643.25,1.0,2490.0,1.0,0.0,7002.25,976.5,0.0,8707.75,1.0,624.75,0.0,2489.75,0.0,481.0,1.0,1.0,9309.25,481.75,1.0,2.5,1.0,1.0,1111.75,1.0,9543.5,1.0,,3.0,,"POLYGON ((177.6929350000002 -17.826046999999953, 177.6929350000002 -17.73604699999995, 177.60293500000023 -17.73604699999995, 177.60293500000023 -17.826046999999953, 177.6929350000002 -17.826046999999953))"
35,35,0,FJI,87.82312708571521,2103.5,11326.75,2660.0,2204.0,11326.75,851.25,486.0,2025.75,1.0,0.5,173.5,868.0,7597.5,574.5,7925.75,3561.75,437.75,9389.5,3493.0,2416.5,361.0,804.5,572.25,1.0,1.0,1860.5,0.25,572.25,590.25,939.0,1.0,805.0,480.5,1.0,9412.5,361.5,1.0,675.0,0.25,1.0,969.5,447.5,1.0,3.5,19.5,2122.25,729.0,2656.0,1.0,2514.5,1.0,2416.5,7597.5,1009.25,196.0,8815.25,4.25,657.0,0.5,2514.5,358.25,489.25,1.0,1.0,9412.5,497.0,1.0,1.75,1.0,1.0,1159.75,1.0,9389.5,1.0,,2.0,1.0,"POLYGON ((177.6929350000002 -17.73604699999995, 177.69293500000018 -17.646046999999946, 177.60293500000023 -17.646046999999946, 177.60293500000023 -17.73604699999995, 177.6929350000002 -17.73604699999995))"
36,36,0,FJI,87.86595286830311,2108.75,11238.75,2718.0,2335.5,11238.75,905.75,508.0,2055.0,1.0,1.0,517.25,910.5,8405.0,595.25,8014.0,3558.0,476.25,9227.0,3514.75,4910.5,1059.75,844.0,609.25,1.0,1.0,1908.75,0.75,595.25,607.0,982.5,1.0,842.5,503.0,1.0,9544.0,1060.75,1.0,719.5,0.75,1.0,1019.75,896.25,1.0,12.25,51.0,2258.75,765.25,2715.0,1.0,2556.0,1.0,4910.5,8405.25,1044.25,583.75,8996.0,15.75,698.25,1.0,2556.25,725.5,503.25,1.0,1.0,9544.0,518.0,1.0,1.0,1.0,1.0,1222.5,1.0,9227.0,,1.0,2.0,1.0,"POLYGON ((177.69293500000018 -17.646046999999946, 177.69293500000018 -17.556046999999946, 177.60293500000023 -17.556046999999946, 177.60293500000023 -17.646046999999946, 177.69293500000018 -17.646046999999946))"
37,37,0,FJI,87.90856555407929,2122.5,11133.5,2694.25,2377.5,11133.5,917.0,518.75,2062.0,1.0,1.0,683.0,930.25,8640.0,611.25,8046.25,3528.5,476.5,9138.0,3497.5,4999.5,1433.5,850.5,611.5,1.0,1.0,1924.5,1.0,594.25,623.5,1000.75,1.0,837.25,513.75,1.0,9558.0,1435.0,1.0,747.5,1.0,1.0,1034.25,883.25,1.0,19.5,73.25,2304.25,773.0,2691.75,1.0,2539.5,1.0,4999.5,8647.0,1057.75,782.25,9027.75,31.25,694.0,1.0,2539.5,761.75,508.5,1.0,1.0,9558.0,537.0,1.0,1.0,3.0,3.25,1250.25,1.0,9138.0,,1.0,1.0,2.0,"POLYGON ((177.69293500000018 -17.55604699999995, 177.6929350000002 -17.466046999999943, 177.6029350000002 -17.466046999999943, 177.60293500000023 -17.55604699999995, 177.69293500000018 -17.55604699999995))"
38,38,0,FJI,87.60580464004968,2924.75,11350.0,2021.5,1899.75,11350.0,907.25,535.25,1986.75,1.0,1.0,357.5,958.25,6711.5,630.75,6734.75,3579.25,525.25,6733.25,3519.75,3696.0,660.75,858.0,627.5,1.0,1.0,1909.0,0.5,628.5,648.25,1035.5,1.0,895.75,537.5,1.0,9042.5,661.25,1.0,742.25,0.5,1.0,1064.0,930.5,1.0,1.0,1.0,1830.25,800.0,2019.0,1.0,1744.5,1.0,3696.0,6711.5,1124.75,394.0,6739.5,1.0,689.0,1.0,1744.5,745.25,531.5,1.0,1.0,9042.5,630.0,1.0,1.0,1.0,1.0,1279.75,1.0,6733.25,2.0,,1.0,1.0,"POLYGON ((177.78293500000018 -18.186046999999952, 177.78293500000018 -18.096046999999942, 177.69293500000023 -18.096046999999942, 177.69293500000023 -18.186046999999952, 177.78293500000018 -18.186046999999952))"
39,39,0,FJI,87.6496946532231,2948.25,11416.25,1911.25,1899.5,11416.25,870.0,513.5,1998.25,1.0,0.75,0.0,925.25,6779.5,610.25,6517.75,3580.25,510.75,6488.75,3493.75,2491.5,0.0,824.0,601.5,1.0,1.0,1921.0,0.0,602.0,628.25,1001.75,1.0,875.0,518.0,1.0,9168.0,0.0,1.0,710.75,0.0,1.0,1037.5,682.25,1.0,1.0,1.0,1819.5,779.0,1907.75,1.0,1619.75,1.0,2491.5,6779.5,1078.0,0.0,6535.5,1.0,662.0,0.75,1619.75,543.0,528.75,1.0,1.0,9168.0,612.25,1.0,1.0,1.0,1.0,1232.25,1.0,6488.75,3.0,,1.0,,"POLYGON ((177.78293500000018 -18.096046999999952, 177.78293500000015 -18.006046999999942, 177.69293500000023 -18.006046999999942, 177.69293500000023 -18.096046999999952, 177.78293500000018 -18.096046999999952))"
40,40,0,FJI,87.69337198891176,2436.0,11242.333333333334,2420.3333333333335,2115.0,11242.333333333334,883.1666666666666,505.8333333333333,2014.5,1.0,0.8333333333333334,449.5,911.8333333333334,7517.833333333333,602.3333333333334,7454.5,3552.3333333333335,477.1666666666667,8274.5,3492.6666666666665,3812.1666666666665,910.5,836.5,600.1666666666666,1.0,1.0,1897.8333333333333,0.6666666666666666,601.8333333333334,619.6666666666666,985.1666666666666,1.0,849.3333333333334,505.1666666666667,1.0,9286.833333333334,911.8333333333334,1.0,708.5,0.6666666666666666,1.0,1024.5,751.8333333333334,1.0,1.0,8.833333333333334,2037.6666666666667,765.1666666666666,2417.1666666666665,1.0,2222.0,1.0,3812.1666666666665,7517.833333333333,1068.3333333333333,513.8333333333334,8061.0,1.0,676.6666666666666,0.8333333333333334,2221.8333333333335,598.6666666666666,508.5,1.0,1.0,9286.833333333334,555.8333333333334,1.0,1.1666666666666667,1.0,1.0,1218.6666666666667,1.0,8274.5,1.0,,1.0,4.0,"POLYGON ((177.78293500000015 -18.00604699999995, 177.7829350000002 -17.916046999999946, 177.69293500000023 -17.916046999999946, 177.69293500000023 -18.00604699999995, 177.78293500000015 -18.00604699999995))"
41,41,0,FJI,87.73683656236405,2166.5,11281.25,2685.0,2164.25,11281.25,870.75,498.75,2010.5,1.0,0.75,341.75,888.5,7498.75,587.75,7931.75,3553.0,453.5,9326.75,3495.5,3631.5,709.25,825.25,586.0,1.0,1.0,1864.25,0.5,590.75,604.25,959.75,1.0,822.25,493.25,1.0,9302.75,710.25,1.0,691.25,0.5,1.0,998.25,671.75,1.0,1.0,6.75,2086.25,744.5,2681.25,1.0,2512.5,1.0,3631.5,7498.75,1046.25,388.25,8779.25,1.0,670.0,0.75,2512.5,534.25,502.0,1.0,1.0,9302.75,511.0,1.0,1.0,1.0,1.0,1188.0,1.0,9326.75,,,2.0,2.0,"POLYGON ((177.7829350000002 -17.916046999999946, 177.78293500000018 -17.82604699999995, 177.69293500000023 -17.82604699999995, 177.69293500000023 -17.916046999999946, 177.7829350000002 -17.916046999999946))"
42,42,0,FJI,87.78008828928016,2161.5,11410.5,2707.5,2101.75,11410.5,844.75,489.75,1996.75,1.0,0.5,167.0,865.5,7126.75,577.5,7915.5,3579.75,443.5,9468.5,3511.0,2337.0,330.25,801.75,568.0,1.0,1.0,1838.75,0.25,573.5,594.75,936.5,1.0,802.5,481.25,1.0,9282.0,330.5,1.0,669.75,0.25,1.0,968.75,439.0,1.0,1.0,1.0,2022.75,725.5,2703.25,1.0,2516.5,1.0,2337.0,7126.75,1020.5,190.0,8723.0,1.0,651.25,0.5,2516.25,347.25,494.5,1.0,1.0,9282.0,501.5,1.0,1.75,1.0,1.0,1155.25,1.0,9468.5,,,3.0,1.0,"POLYGON ((177.78293500000018 -17.826046999999953, 177.7829350000002 -17.73604699999995, 177.6929350000002 -17.73604699999995, 177.69293500000023 -17.826046999999953, 177.78293500000018 -17.826046999999953))"
43,43,0,FJI,87.82312708573463,2158.0,11281.75,2724.0,2202.5,11281.75,884.75,500.75,2016.75,1.0,0.75,509.0,896.25,7739.25,594.75,7908.75,3564.0,466.5,9300.75,3519.75,3714.5,1028.25,836.25,595.25,1.0,1.0,1872.25,0.75,593.5,611.75,967.5,1.0,829.75,497.75,1.0,9375.0,1029.5,1.0,702.5,0.75,1.0,1003.0,677.0,1.0,3.5,17.0,2129.25,752.0,2720.75,1.0,2550.25,1.0,3714.5,7739.25,1053.25,577.25,8835.25,4.25,682.25,0.75,2550.0,542.25,499.5,1.0,1.0,9375.0,519.75,1.0,1.75,1.0,1.0,1200.25,1.0,9300.75,,,1.0,3.0,"POLYGON ((177.7829350000002 -17.73604699999995, 177.78293500000024 -17.646046999999946, 177.69293500000023 -17.646046999999946, 177.6929350000002 -17.73604699999995, 177.7829350000002 -17.73604699999995))"
44,44,0,FJI,87.86595286830311,2155.5,11217.0,2714.25,2274.0,11217.0,908.5,509.75,2034.0,1.0,1.0,682.5,914.0,8130.75,599.75,7942.5,3556.0,479.25,9209.25,3513.5,4931.5,1360.0,851.25,611.25,1.0,1.0,1894.5,1.0,601.0,611.75,986.25,1.0,845.0,507.25,1.0,9444.5,1362.0,1.0,722.25,1.0,1.0,1023.0,899.25,1.0,9.25,38.0,2200.75,767.25,2711.0,1.0,2552.0,1.0,4931.5,8131.0,1061.25,771.75,8906.5,12.0,700.75,1.0,2552.0,728.0,504.75,1.0,1.0,9444.5,525.0,1.0,1.0,1.0,1.0,1227.25,1.0,9209.25,,1.0,,3.0,"POLYGON ((177.78293500000024 -17.646046999999946, 177.78293500000018 -17.556046999999946, 177.69293500000023 -17.556046999999946, 177.69293500000023 -17.646046999999946, 177.78293500000024 -17.646046999999946))"
45,45,0,FJI,87.90856555405986,2161.0,11206.25,2710.0,2299.0,11206.25,905.25,511.25,2040.0,1.0,1.0,674.75,923.75,8173.25,605.5,7949.5,3550.75,475.25,9198.0,3508.75,4955.25,1374.5,853.5,603.75,1.0,1.0,1901.75,1.0,599.0,617.75,992.25,1.0,829.25,508.75,1.0,9453.75,1376.5,1.0,738.25,1.0,1.0,1022.75,882.75,1.0,10.75,51.25,2225.5,765.0,2706.5,1.0,2548.5,1.0,4955.25,8174.25,1065.75,774.25,8912.5,17.75,685.5,1.0,2548.5,752.0,506.75,1.0,1.0,9453.75,535.25,1.0,1.0,1.5,1.25,1240.0,1.0,9198.0,,1.0,,3.0,"POLYGON ((177.78293500000018 -17.55604699999995, 177.7829350000002 -17.466046999999943, 177.69293500000023 -17.466046999999943, 177.69293500000023 -17.55604699999995, 177.78293500000018 -17.55604699999995))"
46,46,0,FJI,87.56170203458939,2906.5,11272.5,2077.5,1908.5,11272.5,921.0,541.0,1978.5,1.0,1.0,709.5,971.0,6677.5,639.0,6862.0,3583.5,537.5,6893.0,3542.0,3925.5,1349.0,871.0,637.5,1.0,1.0,1917.0,1.0,637.0,656.0,1047.5,1.0,912.5,546.0,1.0,8980.0,1350.0,1.0,754.5,1.0,1.0,1087.0,943.5,1.0,1.0,1.0,1841.5,816.5,2076.0,1.0,1812.5,1.0,3925.5,6677.5,1143.0,791.0,6869.5,1.0,698.5,1.0,1812.5,757.5,521.5,1.0,1.0,8980.0,638.5,1.0,1.0,1.0,1.0,1297.5,1.0,6893.0,1.0,,1.0,,"POLYGON ((177.8729350000002 -18.276046999999945, 177.87293500000018 -18.186046999999945, 177.7829350000002 -18.186046999999945, 177.78293500000026 -18.276046999999945, 177.8729350000002 -18.276046999999945))"
47,47,0,FJI,87.60580464006908,2918.25,11336.75,2043.0,1907.25,11336.75,912.0,534.5,1984.25,1.0,1.0,531.5,962.75,6699.75,633.75,6776.5,3592.0,533.25,6789.5,3535.25,3794.25,1002.25,863.0,630.75,1.0,1.0,1918.25,0.75,631.75,651.0,1039.0,1.0,906.25,541.75,1.0,9027.0,1003.0,1.0,746.5,0.75,1.0,1079.5,935.5,1.0,1.0,1.0,1836.0,810.0,2040.5,1.0,1767.75,1.0,3794.25,6699.75,1131.25,594.5,6782.5,1.0,692.25,1.0,1767.75,749.75,526.25,1.0,1.0,9027.0,633.25,1.0,1.0,1.0,1.0,1285.5,1.0,6789.5,3.0,,1.0,,"POLYGON ((177.87293500000015 -18.186046999999952, 177.87293500000018 -18.096046999999942, 177.78293500000018 -18.096046999999942, 177.78293500000018 -18.186046999999952, 177.87293500000015 -18.186046999999952))"
48,48,0,FJI,87.64969465325218,2942.0,11362.5,1930.75,1900.75,11362.5,873.5,514.75,1994.0,1.0,0.5,176.75,928.5,6763.75,608.25,6580.0,3575.25,512.25,6575.25,3496.0,1831.5,327.75,827.75,603.75,1.0,1.0,1920.25,0.25,598.75,625.0,1004.5,1.0,877.25,523.75,1.0,9145.25,328.0,1.0,713.75,0.25,1.0,1040.75,463.75,1.0,1.0,1.0,1823.25,781.25,1927.5,1.0,1641.75,1.0,1831.5,6763.75,1082.75,199.0,6602.75,1.0,664.5,0.5,1641.75,371.0,523.0,1.0,1.0,9145.25,617.25,1.0,1.0,1.0,1.0,1236.5,1.0,6575.25,4.0,,,,"POLYGON ((177.87293500000018 -18.096046999999952, 177.87293500000018 -18.006046999999942, 177.78293500000024 -18.006046999999942, 177.78293500000018 -18.096046999999952, 177.87293500000018 -18.096046999999952))"
49,49,0,FJI,87.69337198894087,2504.3333333333335,11338.666666666666,2334.6666666666665,2014.6666666666667,11338.666666666666,862.5,497.8333333333333,1994.8333333333333,1.0,0.6666666666666666,330.3333333333333,896.3333333333334,6960.833333333333,589.3333333333334,7364.333333333333,3576.3333333333335,468.3333333333333,8153.5,3500.6666666666665,3105.0,636.3333333333334,817.6666666666666,586.0,1.0,1.0,1878.3333333333333,0.5,588.6666666666666,605.6666666666666,970.0,1.0,836.0,498.6666666666667,1.0,9176.333333333334,637.3333333333334,1.0,691.8333333333334,0.5,1.0,1004.3333333333334,589.3333333333334,1.0,1.0,1.1666666666666667,1936.3333333333333,751.1666666666666,2331.1666666666665,1.0,2109.6666666666665,1.0,3105.0,6960.833333333333,1051.6666666666667,379.6666666666667,7785.0,1.0,661.1666666666666,0.6666666666666666,2109.5,464.8333333333333,502.0,1.0,1.0,9176.333333333334,566.8333333333334,1.0,1.1666666666666667,1.0,1.0,1195.3333333333333,1.0,8153.5,2.0,,1.0,3.0,"POLYGON ((177.87293500000018 -18.00604699999995, 177.87293500000018 -17.916046999999946, 177.7829350000002 -17.916046999999946, 177.78293500000024 -18.00604699999995, 177.87293500000018 -18.00604699999995))"
