calculation_id,formula,source_ids,assumption_ids,input_calculation_ids,input_values,input_units,output_value,output_unit,script_path,script_version,notes
CALC_CROP_OTH_2022,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":15858.0,""production_t"":73376.18}",ha; tonne,0.46270765544204817,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_OTH_2023,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":14483.0,""production_t"":81088.41}",ha; tonne,0.5598868328385003,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_OTH_2024,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":15452.0,""production_t"":84014.73}",ha; tonne,0.5437142764690654,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_DEMAND_OTH,observed production_t/1e6 through 2024; after 2024 use FAOSTAT_2024 * inherited(year)/inherited(2024),SRC_FAOSTAT_CROPS SRC_FIJI_V25_CASE,ASM_CROP_POST2022_YIELD,,"{""2020"":62669.04,""2021"":63243.61,""2022"":73376.18,""2023"":81088.41,""2024"":84014.73}",tonne/year,"{""2020"":0.06266904,""2021"":0.06324361,""2022"":0.07337618,""2023"":0.08108841,""2024"":0.08401473}",Mt,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_SGC_2020,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":38000.0,""production_t"":1726000.0}",ha; tonne,4.542105263157895,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_SGC_2021,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":34000.0,""production_t"":1417000.0}",ha; tonne,4.16764705882353,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_SGC_2022,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":39976.0,""production_t"":1639000.0}",ha; tonne,4.099959975985591,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_SGC_2023,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":30848.0,""production_t"":1565564.0}",ha; tonne,5.075090767634855,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_SGC_2024,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":35000.0,""production_t"":1332000.0}",ha; tonne,3.8057142857142856,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_DEMAND_SGC,observed production_t/1e6 through 2024; after 2024 use FAOSTAT_2024 * inherited(year)/inherited(2024),SRC_FAOSTAT_CROPS SRC_FIJI_V25_CASE,ASM_CROP_POST2022_YIELD,,"{""2020"":1726000.0,""2021"":1417000.0,""2022"":1639000.0,""2023"":1565564.0,""2024"":1332000.0}",tonne/year,{},Mt,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_YAM_2020,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":4346.0,""production_t"":53893.7}",ha; tonne,1.2400759318913943,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_YAM_2021,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":4563.0,""production_t"":54751.41}",ha; tonne,1.1998994082840237,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_YAM_2022,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":3279.0,""production_t"":65573.28}",ha; tonne,1.9997950594693503,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_YAM_2023,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":3353.0,""production_t"":67056.8}",ha; tonne,1.9999045630778407,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_YAM_2024,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":3406.0,""production_t"":68124.0}",ha; tonne,2.0001174398120964,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_DEMAND_YAM,observed production_t/1e6 through 2024; after 2024 use FAOSTAT_2024 * inherited(year)/inherited(2024),SRC_FAOSTAT_CROPS SRC_FIJI_V25_CASE,ASM_CROP_POST2022_YIELD,,"{""2020"":53893.7,""2021"":54751.41,""2022"":65573.28,""2023"":67056.8,""2024"":68124.0}",tonne/year,"{""2020"":0.053893699999999996,""2021"":0.05475141,""2022"":0.06557328,""2023"":0.0670568,""2024"":0.068124}",Mt,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_ROAD_GASOLINE,UNSD 10^3 tonnes * NCV_GJ_per_tonne / 1000,SRC_UNSD_ENERGY SRC_UNSD_DSD SRC_FIJI_ENERGY_ACCOUNT SRC_FIJI_IMTS,ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,"{""ncv"":44.3,""product"":""4652"",""transaction"":1221}",code; GJ/tonne; code,"{""2020"":4.81541,""2021"":3.21175,""2022"":4.04016,""2023"":5.38245}",PJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_ROAD_DIESEL,UNSD 10^3 tonnes * NCV_GJ_per_tonne / 1000,SRC_UNSD_ENERGY SRC_UNSD_DSD SRC_FIJI_ENERGY_ACCOUNT SRC_FIJI_IMTS,ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,"{""ncv"":43.0,""product"":""4670"",""transaction"":1221}",code; GJ/tonne; code,"{""2020"":3.569,""2021"":2.69825,""2022"":4.28796,""2023"":4.90802}",PJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_PETROLEUM_DEMINDDSL,sum(OBS_VALUE_1000t * CONVERSION_FACTOR_GJ_per_t / 1000) over listed UNSD source rows,SRC_UNSD_ENERGY SRC_UNSD_DSD SRC_FIJI_GHG_NIR,ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,"[[""4670"",""121""]]","UNSD product,transaction codes","{""2020"":2.924,""2021"":2.236,""2022"":2.6101,""2023"":2.8724000000000003}",PJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_PETROLEUM_DEMAGRDSL,sum(OBS_VALUE_1000t * CONVERSION_FACTOR_GJ_per_t / 1000) over listed UNSD source rows,SRC_UNSD_ENERGY SRC_UNSD_DSD SRC_FIJI_GHG_NIR,ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,"[[""4670"",""1232""]]","UNSD product,transaction codes","{""2020"":0.45580000000000004,""2021"":0.45580000000000004,""2022"":0.3827,""2023"":0.4343}",PJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_PETROLEUM_DEMINDHFO,sum(OBS_VALUE_1000t * CONVERSION_FACTOR_GJ_per_t / 1000) over listed UNSD source rows,SRC_UNSD_ENERGY SRC_UNSD_DSD SRC_FIJI_GHG_NIR,ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,"[[""4680"",""121""]]","UNSD product,transaction codes","{""2020"":0.8887999999999999,""2021"":0.404,""2022"":1.18776,""2023"":0.879104}",PJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_PETROLEUM_DEMRESLPG,sum(OBS_VALUE_1000t * CONVERSION_FACTOR_GJ_per_t / 1000) over listed UNSD source rows,SRC_UNSD_ENERGY SRC_UNSD_DSD SRC_FIJI_GHG_NIR,ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,"[[""4630"",""1231""]]","UNSD product,transaction codes","{""2020"":1.1351999999999998,""2021"":1.1351999999999998,""2022"":1.1351999999999998,""2023"":1.21088}",PJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_PETROLEUM_DEMCOMLPG,sum(OBS_VALUE_1000t * CONVERSION_FACTOR_GJ_per_t / 1000) over listed UNSD source rows,SRC_UNSD_ENERGY SRC_UNSD_DSD SRC_FIJI_GHG_NIR,ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,"[[""4630"",""1235""]]","UNSD product,transaction codes","{""2020"":0.11257399999999998,""2021"":0.101695,""2022"":0.13244,""2023"":0.14189999999999997}",PJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_PETROLEUM_DEMRESKER,sum(OBS_VALUE_1000t * CONVERSION_FACTOR_GJ_per_t / 1000) over listed UNSD source rows,SRC_UNSD_ENERGY SRC_UNSD_DSD SRC_FIJI_GHG_NIR,ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,"[[""4669"",""1231""]]","UNSD product,transaction codes","{""2020"":0.030659999999999996,""2021"":0.030659999999999996,""2022"":0.0438,""2023"":0.0438}",PJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_PETROLEUM_DEMTRAKER,sum(OBS_VALUE_1000t * CONVERSION_FACTOR_GJ_per_t / 1000) over listed UNSD source rows,SRC_UNSD_ENERGY SRC_UNSD_DSD SRC_FIJI_GHG_NIR,ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,"[[""4651"",""1223""],[""4661"",""1223""]]","UNSD product,transaction codes","{""2020"":0.350214,""2021"":0.576447,""2022"":0.250568,""2023"":1.379989}",PJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_SERVICE_RESIDENTIAL_COOKING,service_base = sum(observed carrier activity * engineering efficiency); future = base * (1 + growth)^(year-2023),SRC_UNSD_ENERGY SRC_FIJI_PHASE1J,ASM_SERVICE_GROWTH_RESIDENTIAL_COOKING,,"{""commodity"":""SRVRESCOOK"",""technology_count"":4}",model activity and service efficiency,RYC service demand for SRVRESCOOK,service unit,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_SERVICE_ROAD_MOBILITY,service_base = sum(observed carrier activity * engineering efficiency); future = base * (1 + growth)^(year-2023),SRC_UNSD_ENERGY SRC_FIJI_PHASE1J,ASM_SERVICE_GROWTH_ROAD_MOBILITY,,"{""commodity"":""SRVROAD"",""technology_count"":3}",model activity and service efficiency,RYC service demand for SRVROAD,service unit,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_SERVICE_DOMESTIC_AVIATION,service_base = sum(observed carrier activity * engineering efficiency); future = base * (1 + growth)^(year-2023),SRC_UNSD_ENERGY SRC_FIJI_PHASE1J,ASM_SERVICE_GROWTH_DOMESTIC_AVIATION,,"{""commodity"":""SRVAVIATION"",""technology_count"":1}",model activity and service efficiency,RYC service demand for SRVAVIATION,service unit,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_SERVICE_DOMESTIC_NAVIGATION,service_base = sum(observed carrier activity * engineering efficiency); future = base * (1 + growth)^(year-2023),SRC_UNSD_ENERGY SRC_FIJI_PHASE1J,ASM_SERVICE_GROWTH_DOMESTIC_NAVIGATION,,"{""commodity"":""SRVNAV"",""technology_count"":3}",model activity and service efficiency,RYC service demand for SRVNAV,service unit,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_SERVICE_RAIL_MOBILITY,service_base = sum(observed carrier activity * engineering efficiency); future = base * (1 + growth)^(year-2023),SRC_UNSD_ENERGY SRC_FIJI_PHASE1J,ASM_SERVICE_GROWTH_RAIL_MOBILITY,,"{""commodity"":""SRVRAIL"",""technology_count"":2}",model activity and service efficiency,RYC service demand for SRVRAIL,service unit,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_SERVICE_INDUSTRIAL_PROCESS_HEAT,service_base = sum(observed carrier activity * engineering efficiency); future = base * (1 + growth)^(year-2023),SRC_UNSD_ENERGY SRC_FIJI_PHASE1J,ASM_SERVICE_GROWTH_INDUSTRIAL_PROCESS_HEAT,,"{""commodity"":""SRVINDHEAT"",""technology_count"":6}",model activity and service efficiency,RYC service demand for SRVINDHEAT,service unit,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_SERVICE_COMMERCIAL_PUBLIC_HEAT,service_base = sum(observed carrier activity * engineering efficiency); future = base * (1 + growth)^(year-2023),SRC_UNSD_ENERGY SRC_FIJI_PHASE1J,ASM_SERVICE_GROWTH_COMMERCIAL_PUBLIC_HEAT,,"{""commodity"":""SRVCOMHEAT"",""technology_count"":5}",model activity and service efficiency,RYC service demand for SRVCOMHEAT,service unit,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_SERVICE_AGRICULTURE_MOTIVE_HEAT,service_base = sum(observed carrier activity * engineering efficiency); future = base * (1 + growth)^(year-2023),SRC_UNSD_ENERGY SRC_FIJI_PHASE1J,ASM_SERVICE_GROWTH_AGRICULTURE_MOTIVE_HEAT,,"{""commodity"":""SRVAGR"",""technology_count"":2}",model activity and service efficiency,RYC service demand for SRVAGR,service unit,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_PRECIP_SSP245_2030_ANCHOR,1 + median_anomaly_2020_2039 / historical_climatology_1995_2014,SRC_WB_CCKP_CMIP6_FJI_PR,ASM_PRECIP_SSP245_MEDIAN ASM_PRECIP_PERIOD_MIDPOINTS,,"{""historical_mm_per_year"":2274.78,""median_anomaly_mm_per_year"":-39.88}",mm/year,0.9824686343294736,dimensionless multiplier,scripts/apply_fiji_v26_ssp245_precipitation.py,working-tree-2026-07-31,Equivalent to -1.75313656705264 percent at the 2030 anchor.
CALC_PRECIP_SSP245_2050_ANCHOR,1 + median_anomaly_2040_2059 / historical_climatology_1995_2014,SRC_WB_CCKP_CMIP6_FJI_PR,ASM_PRECIP_SSP245_MEDIAN ASM_PRECIP_PERIOD_MIDPOINTS,,"{""historical_mm_per_year"":2274.78,""median_anomaly_mm_per_year"":-37.53}",mm/year,0.9835017012634188,dimensionless multiplier,scripts/apply_fiji_v26_ssp245_precipitation.py,working-tree-2026-07-31,Equivalent to -1.64982987365812 percent at the 2050 anchor.
CALC_PRECIP_SSP245_ANNUAL,linear interpolation: 2020=1; 2030=CALC_PRECIP_SSP245_2030_ANCHOR; 2050=CALC_PRECIP_SSP245_2050_ANCHOR,SRC_WB_CCKP_CMIP6_FJI_PR,ASM_PRECIP_2020_MODEL_BASE ASM_PRECIP_PERIOD_MIDPOINTS,CALC_PRECIP_SSP245_2030_ANCHOR CALC_PRECIP_SSP245_2050_ANCHOR,"{""years"":""2020-2050""}",model year,annual multiplier table,dimensionless,scripts/apply_fiji_v26_ssp245_precipitation.py,working-tree-2026-07-31,Full precision table is in precipitation_ssp245_manifest.json.
CALC_PRECIP_SSP245_IAR,base 2020 WTRPRCFJI IAR * annual SSP2-4.5 multiplier,SRC_WB_CCKP_CMIP6_FJI_PR SRC_FIJI_V25_CASE,ASM_PRECIP_2020_MODEL_BASE ASM_PRECIP_SSP245_MEDIAN,CALC_PRECIP_SSP245_ANNUAL,"{""base_IAR"":2.5499318663156916,""land_technologies"":26}",km3 per 1000 km2,2020=2.5499318663156916; 2030=2.5052280783323835; 2050=2.5078623286272874,km3 per 1000 km2,scripts/apply_fiji_v26_ssp245_precipitation.py,working-tree-2026-07-31,
CALC_PRECIP_SSP245_NATIONAL,18.2729 * precipitation IAR,SRC_WB_CCKP_CMIP6_FJI_PR SRC_FAOSTAT_LAND,ASM_PRECIP_2020_MODEL_BASE ASM_PRECIP_SSP245_MEDIAN,CALC_PRECIP_SSP245_IAR CALC_LAND_COUNTRY_MODEL_UNITS,"{""national_land"":18.2729}",1000 km2,2020=46.59465; 2030=45.77778215255981; 2050=45.82591754477356,km3/year,scripts/apply_fiji_v26_ssp245_precipitation.py,working-tree-2026-07-31,
CALC_HYDROLOGY_SSP245_OAR,base 2020 water OAR * annual SSP2-4.5 multiplier,SRC_WB_CCKP_CMIP6_FJI_PR SRC_FIJI_V25_CASE,ASM_HYDROLOGY_PROPORTIONAL_SSP245,CALC_PRECIP_SSP245_ANNUAL,"{""commodities"":""WTREVTFJI WTRGRCFJI WTRSURFJI"",""land_technologies"":26}",km3 per 1000 km2,104 source rows updated,km3 per 1000 km2,scripts/apply_fiji_v26_ssp245_precipitation.py,working-tree-2026-07-31,Includes the 26 precipitation IAR rows and 78 hydrology OAR rows.
CALC_ENV_WATER_SSP245_CLOSURE,recompute each technology's annual net OAR-IAR across WTREVTFJI WTRGRCFJI WTRSURFJI and write the CAM equality coefficients,SRC_FIJI_V25_CASE SRC_WB_CCKP_CMIP6_FJI_PR,ASM_HYDROLOGY_PROPORTIONAL_SSP245,CALC_HYDROLOGY_SSP245_OAR CALC_ENV_WATER,"{""constraint"":""ENV_WATER_CLOSURE"",""years"":31}",model ratios,930 CAM values checked,dimensionless,scripts/apply_fiji_v26_ssp245_precipitation.py,working-tree-2026-07-31,Raw solver equality residual is validated separately.
CALC_FSH_CAPTURE_ENERGY,(12661*0.140 + 11000*0.075)*43/1000000,SRC_FSH_FIJI_MOF_AR2020_21 SRC_FSH_FAO_FUEL SRC_FSH_UNSD_DSD,,,"{""offshore_catch_t"":12661,""offshore_fuel_t_per_t"":0.14,""coastal_catch_t"":11000,""coastal_fuel_t_per_t"":0.075,""diesel_ncv_GJ_per_t"":43}",tonne and GJ/tonne,0.11169422,PJ diesel,scripts/create_fiji_v27_fisheries.py,v2.7,Full-precision input to capture-service and boundary calculations.
CALC_FSH_CAPTURE_SERVICE,CALC_FSH_CAPTURE_ENERGY*0.30,,ASM_FSH_CAPTURE_EFF,CALC_FSH_CAPTURE_ENERGY,"{""diesel_efficiency"":0.3}",fraction,0.033508266,PJ useful capture service,scripts/create_fiji_v27_fisheries.py,v2.7,Flat final demand; observed catch is not used as an activity constraint.
CALC_FSH_CAPTURE_RC,CALC_FSH_CAPTURE_SERVICE/0.70 with uniform-age retirement,,ASM_FSH_CAPTURE_UTIL ASM_FSH_LIVES,CALC_FSH_CAPTURE_SERVICE,"{""utilization"":0.7,""life_years"":15}",fraction and years,0.04786895142857143,PJ service/year initial stock,/Users/sato/.codex/skills/add-fisheries-sector/scripts/estimate_residual_capacity.py,skill-2026-08-03,Last nonzero stock year is 2034.
CALC_FSH_AQ_SERVICE,4327.38*0.5*3.6e-9*0.75,SRC_FSH_FIJI_MOF_AR2020_21,ASM_FSH_AQ_ENERGY ASM_FSH_AQ_EFF,,"{""harvest_kg"":4327.38,""kWh_per_kg"":0.5,""electric_efficiency"":0.75}",kg kWh/kg and fraction,0.000005841963,PJ useful aquaculture service,scripts/create_fiji_v27_fisheries.py,v2.7,Final demand grows 5 percent per year under the declared analytical assumption.
CALC_FSH_AQ_RC,CALC_FSH_AQ_SERVICE/0.60 with uniform-age retirement,,ASM_FSH_AQ_UTIL ASM_FSH_LIVES,CALC_FSH_AQ_SERVICE,"{""utilization"":0.6,""life_years"":12}",fraction and years,0.000009736605,PJ service/year initial stock,/Users/sato/.codex/skills/add-fisheries-sector/scripts/estimate_residual_capacity.py,skill-2026-08-03,Last nonzero stock year is 2031.
CALC_FSH_POST_SERVICE,12661*0.50*1000*1.111*3.6e-9*(0.80*0.75+0.20*0.80),SRC_FSH_FIJI_MOF_AR2020_21 SRC_FSH_FAO_PROCESS,ASM_FSH_POST_SHARE ASM_FSH_POST_MIX_EFF,,"{""longline_catch_t"":12661,""modeled_share"":0.5,""kWh_per_kg"":1.111,""electric_share"":0.8,""electric_efficiency"":0.75,""diesel_share"":0.2,""diesel_efficiency"":0.8}",tonne kWh/kg and fractions,0.019242795528,PJ useful post-harvest service,scripts/create_fiji_v27_fisheries.py,v2.7,Flat combined cold-chain and processing final demand.
CALC_FSH_POST_WATER,6330.5*9.52/1000000000,SRC_FSH_FAO_PROCESS,ASM_FSH_POST_SHARE,CALC_FSH_POST_SERVICE,"{""throughput_t"":6330.5,""water_m3_per_t"":9.52}",tonne and m3/tonne,0.00006026636,km3 process water,scripts/create_fiji_v27_fisheries.py,v2.7,Input ratio is 0.0031318921365820793 km3 per PJ service.
CALC_FSH_RESIDUAL_STOCKS,"base_capacity*max(life-age,0)/life for five documented pre-2020 assets",SRC_FSH_FIJI_MOF_AR2020_21,ASM_FSH_CAPTURE_UTIL ASM_FSH_AQ_UTIL ASM_FSH_POST_UTIL ASM_FSH_SOLAR_FREEZER ASM_FSH_LIVES,CALC_FSH_CAPTURE_RC CALC_FSH_AQ_RC CALC_FSH_POST_SERVICE,"{""rows"":155,""technologies"":5}",PJ service/year and years,155 rows checked,PJ service/year,/Users/sato/.codex/skills/add-fisheries-sector/scripts/estimate_residual_capacity.py,skill-2026-08-03,Full-precision series retained in calculations/residual-capacity-series.csv.
CALC_FSH_BOUNDARY,subtract the disaggregated Fisheries energy and service from inherited aggregate demands and existing 2020-2023 pins,SRC_FSH_FIJI_V26,ASM_FSH_CAPTURE_EFF ASM_FSH_POST_MIX_EFF ASM_FSH_AQ_GROWTH,CALC_FSH_CAPTURE_ENERGY CALC_FSH_CAPTURE_SERVICE CALC_FSH_AQ_SERVICE CALC_FSH_POST_SERVICE CALC_FSH_POST_WATER,"{""reconciliations"":171}",model units,171 reconciliations passed,model units,scripts/validate_fiji_v27_fisheries_design.py,v2.7,Prevents double counting while leaving every Fisheries technology unpinned.
CALC_FSH_SOLVER_VALIDATION,UI generation + preprocessing + glpsol --check + bounded CBC + normal CBC + unchanged-control comparison,SRC_FSH_FIJI_V26,ASM_FSH_AVAILABILITY ASM_FSH_CAPEX,CALC_FSH_BOUNDARY,"{""control_objective"":4147.08805706,""candidate_objective"":4130.8237152,""rows"":169810,""columns"":130447,""matrix_nonzeros"":719047}",model units and seconds,optimal; objective change=-0.392187 percent,status,scripts/compare_fiji_v27_fisheries.py,v2.7,Normal-chain live objective matches the disposable candidate exactly.
CALC_FOOD_POPULATION_FJI_2020_2050,TPopulation1July * 1000,SRC_FOOD_UN_WPP2024_FJI,ASM_FOOD_WPP_MEDIUM,,"{""2020"":914963,""2021"":916711,""2022"":919422,""2023"":924146,""2024"":928784,""2025"":933154,""2026"":937282,""2027"":941326,""2028"":945368,""2029"":949282,""2030"":953106,""2031"":956699,""2032"":960074,""2033"":963356,""2034"":966531,""2035"":969628,""2036"":972654,""2037"":975656,""2038"":978558,""2039"":981282,""2040"":983858,""2041"":986424,""2042"":988826,""2043"":990872,""2044"":992749,""2045"":994457,""2046"":995974,""2047"":997337,""2048"":998560,""2049"":999546,""2050"":1000261}",people after source-unit conversion,"{""2020"":914963.0,""2021"":916711.0,""2022"":919422.0,""2023"":924146.0,""2024"":928784.0,""2025"":933154.0,""2026"":937282.0,""2027"":941326.0,""2028"":945368.0,""2029"":949282.0,""2030"":953106.0,""2031"":956699.0,""2032"":960074.0,""2033"":963356.0,""2034"":966531.0,""2035"":969628.0,""2036"":972654.0,""2037"":975656.0,""2038"":978558.0,""2039"":981282.0,""2040"":983858.0,""2041"":986424.0,""2042"":988826.0,""2043"":990872.0,""2044"":992749.0,""2045"":994457.0,""2046"":995974.0,""2047"":997337.0,""2048"":998560.0,""2049"":999546.0,""2050"":1000261.0}",people/year,scripts/create_fiji_v28_population_crop_trade.py,working-tree-2026-08-04,
CALC_CROP_V28_RESIDENT_CAS,mean(2021:2023 cassava food supply kg/person/year),SRC_FOOD_FAOSTAT_FBS_FIJI_2021_23,ASM_FOOD_PER_CAPITA_CONSTANT,,"{""2021"":56.62,""2022"":62.76,""2023"":66.62,""source"":""FBS Food supply quantity (kg/capita/yr)"",""source_item"":""Cassava and products""}",kg/person/year,62.0,kg CRPCAS/person/year,scripts/create_fiji_v28_population_crop_trade.py,working-tree-2026-08-04,
CALC_CROP_V28_RESIDENT_YAM,mean(SUA Taro food tonnes * 1000 / matching FAOSTAT population),SRC_FOOD_FAOSTAT_SUA_FIJI_2021_23,ASM_FOOD_PER_CAPITA_CONSTANT ASM_CROP_TARO_YAM_PROXY,,"{""food"":{""2021"":52014.32,""2022"":62295.19,""2023"":63704.55,""source"":""SUA Food supply quantity (tonnes)"",""source_item"":""Taro""},""population"":{""2021"":916710,""2022"":919420,""2023"":924150}}",tonne/year; people,64.47607269839524,kg CRPYAM/person/year,scripts/create_fiji_v28_population_crop_trade.py,working-tree-2026-08-04,
CALC_CROP_V28_RESIDENT_CON,mean(2021:2023 coconut food supply kg/person/year),SRC_FOOD_FAOSTAT_FBS_FIJI_2021_23,ASM_FOOD_PER_CAPITA_CONSTANT,,"{""2021"":23.56,""2022"":24.24,""2023"":29.23,""source"":""FBS Food supply quantity (kg/capita/yr)"",""source_item"":""Coconuts - Incl Copra""}",kg/person/year,25.676666666666666,kg CRPCON/person/year,scripts/create_fiji_v28_population_crop_trade.py,working-tree-2026-08-04,
CALC_CROP_V28_RESIDENT_OTH,sum of six item means after converting tonne rows to kg/person and rice products to paddy equivalent,SRC_FOOD_FAOSTAT_FBS_FIJI_2021_23 SRC_FOOD_FAOSTAT_SUA_FIJI_2021_23 SRC_FAOSTAT_CROPS,ASM_FOOD_PER_CAPITA_CONSTANT ASM_CROP_OTHER_GROUP_FIXED ASM_CROP_RICE_PADDY_EQUIV,,"{""conversion"":{""coconut_products"":""HS080111, HS080112 and HS080119 net weights are added one-for-one because v2.8 adds no processed-coconut commodity. This is a disclosed no-new-commodity approximation."",""husked_rice_basis"":""Transparent screening conversion for the negligible HS100620 flow; upgrade with a Fiji milling coefficient if this flow becomes material."",""husked_rice_per_paddy"":0.8,""milled_rice_basis"":""Fiji SUA Rice, 2021-2023: Rice, milled production divided by primary Rice processed is 0.68 in each year."",""milled_rice_per_paddy"":0.68,""raw_sugar_basis"":""Fiji SUA 2021-2023: raw centrifugal sugar production divided by sugar-cane processing is 0.14 in each year."",""raw_sugar_per_cane"":0.14},""observations"":{""Edible roots and tubers n.e.c._tonnes"":{""2021"":3003.33,""2022"":2862.83,""2023"":2874.14},""Other fruits, n.e.c._tonnes"":{""2021"":215.35,""2022"":158.73,""2023"":157.57},""Other vegetables, fresh n.e.c._tonnes"":{""2021"":30900.0,""2022"":35380.89,""2023"":46259.23},""Pepper_kg_per_person"":{""2021"":0.16,""2022"":0.18,""2023"":0.21},""Rice and products_kg_per_person"":{""2021"":60.89,""2022"":56.65,""2023"":58.84},""Sweet potatoes_kg_per_person"":{""2021"":9.85,""2022"":10.54,""2023"":13.17}},""population"":{""2021"":916710,""2022"":919420,""2023"":924150}}",kg/person/year; tonne/year; fractions,141.93853729662246,kg CRPOTH/person/year,scripts/create_fiji_v28_population_crop_trade.py,working-tree-2026-08-04,
CALC_CROP_V28_RESIDENT_SGC,mean(raw sugar food kg/person/year) / 0.14,SRC_FOOD_FAOSTAT_FBS_FIJI_2021_23 SRC_FOOD_FAOSTAT_SUA_FIJI_2021_23,ASM_FOOD_PER_CAPITA_CONSTANT ASM_CROP_SUGAR_CANE_EQUIV,,"{""2021"":29.83,""2022"":30.9,""2023"":23.75,""source"":""FBS Food supply quantity (kg/capita/yr)"",""source_item"":""Sugar (Raw Equivalent)""}",kg raw sugar/person/year,201.1428571428571,kg cane-throughput equivalent/person/year,scripts/create_fiji_v28_population_crop_trade.py,working-tree-2026-08-04,
