map_id,model_file,parameter,entity,mode,scenario,years,value_or_expression,model_unit,evidence_ids,superseded_by,notes
MAP_ROAD_GASOLINE,RYT.json,TotalAnnualTechnologyActivityLowerLimit=UpperLimit,DEMTRAGSL,1,SC_0,2020-2050,observed 2020-2023; hold 2023 through 2050,PJ/year,CALC_ROAD_GASOLINE ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,
MAP_ROAD_DIESEL,RYT.json,TotalAnnualTechnologyActivityLowerLimit=UpperLimit,DEMTRADSL,1,SC_0,2020-2050,observed 2020-2023; hold 2023 through 2050,PJ/year,CALC_ROAD_DIESEL ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,
MAP_PETROLEUM_DEMINDDSL,RYT.json,TotalAnnualTechnologyActivityLowerLimit=UpperLimit,DEMINDDSL,1,SC_0,2020-2050,observed 2020-2023; hold 2023 through 2050,PJ/year,CALC_PETROLEUM_DEMINDDSL ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,
MAP_PETROLEUM_DEMAGRDSL,RYT.json,TotalAnnualTechnologyActivityLowerLimit=UpperLimit,DEMAGRDSL,1,SC_0,2020-2050,observed 2020-2023; hold 2023 through 2050,PJ/year,CALC_PETROLEUM_DEMAGRDSL ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,
MAP_PETROLEUM_DEMINDHFO,RYT.json,TotalAnnualTechnologyActivityLowerLimit=UpperLimit,DEMINDHFO,1,SC_0,2020-2050,observed 2020-2023; hold 2023 through 2050,PJ/year,CALC_PETROLEUM_DEMINDHFO ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,
MAP_PETROLEUM_DEMRESLPG,RYT.json,TotalAnnualTechnologyActivityLowerLimit=UpperLimit,DEMRESLPG,1,SC_0,2020-2050,observed 2020-2023; hold 2023 through 2050,PJ/year,CALC_PETROLEUM_DEMRESLPG ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,
MAP_PETROLEUM_DEMCOMLPG,RYT.json,TotalAnnualTechnologyActivityLowerLimit=UpperLimit,DEMCOMLPG,1,SC_0,2020-2050,observed 2020-2023; hold 2023 through 2050,PJ/year,CALC_PETROLEUM_DEMCOMLPG ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,
MAP_PETROLEUM_DEMRESKER,RYT.json,TotalAnnualTechnologyActivityLowerLimit=UpperLimit,DEMRESKER,1,SC_0,2020-2050,observed 2020-2023; hold 2023 through 2050,PJ/year,CALC_PETROLEUM_DEMRESKER ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,
MAP_PETROLEUM_DEMTRAKER,RYT.json,TotalAnnualTechnologyActivityLowerLimit=UpperLimit,DEMTRAKER,1,SC_0,2020-2050,observed 2020-2023; hold 2023 through 2050,PJ/year,CALC_PETROLEUM_DEMTRAKER ASM_FUTURE_FINAL_ENERGY ASM_EQUAL_TIMESLICES,,
MAP_SERVICE_DEMAND_RESIDENTIAL_COOKING,RYC.json,SpecifiedAnnualDemand,SRVRESCOOK,,SC_0,2020-2050,observed-carrier service base and assumed growth,service unit,CALC_SERVICE_RESIDENTIAL_COOKING ASM_SERVICE_GROWTH_RESIDENTIAL_COOKING,,
MAP_SERVICE_RATIO_CKRESBIO,RYTCM.json,InputActivityRatio/OutputActivityRatio,CKRESBIO,1,SC_0,2020-2050,engineering efficiency CKRESBIO,carrier/service ratio,ASM_EFFICIENCY_CKRESBIO,,
MAP_SERVICE_RATIO_CKRESLPG,RYTCM.json,InputActivityRatio/OutputActivityRatio,CKRESLPG,1,SC_0,2020-2050,engineering efficiency CKRESLPG,carrier/service ratio,ASM_EFFICIENCY_CKRESLPG,,
MAP_SERVICE_RATIO_CKRESKER,RYTCM.json,InputActivityRatio/OutputActivityRatio,CKRESKER,1,SC_0,2020-2050,engineering efficiency CKRESKER,carrier/service ratio,ASM_EFFICIENCY_CKRESKER,,
MAP_SERVICE_RATIO_CKRESELC,RYTCM.json,InputActivityRatio/OutputActivityRatio,CKRESELC,1,SC_0,2020-2050,engineering efficiency CKRESELC,carrier/service ratio,ASM_EFFICIENCY_CKRESELC,,
MAP_ADOPTION_CKRESELC,RYT.json,TotalAnnualTechnologyActivityUpperLimit,CKRESELC,1,SC_0,2020-2050,piecewise service-share envelope,service unit/year,ASM_ADOPTION_CKRESELC,,
MAP_SERVICE_DEMAND_ROAD_MOBILITY,RYC.json,SpecifiedAnnualDemand,SRVROAD,,SC_0,2020-2050,observed-carrier service base and assumed growth,service unit,CALC_SERVICE_ROAD_MOBILITY ASM_SERVICE_GROWTH_ROAD_MOBILITY,,
MAP_SERVICE_RATIO_MOBROADGSL,RYTCM.json,InputActivityRatio/OutputActivityRatio,MOBROADGSL,1,SC_0,2020-2050,engineering efficiency MOBROADGSL,carrier/service ratio,ASM_EFFICIENCY_MOBROADGSL,,
MAP_SERVICE_RATIO_MOBROADDSL,RYTCM.json,InputActivityRatio/OutputActivityRatio,MOBROADDSL,1,SC_0,2020-2050,engineering efficiency MOBROADDSL,carrier/service ratio,ASM_EFFICIENCY_MOBROADDSL,,
MAP_SERVICE_RATIO_MOBROADELC,RYTCM.json,InputActivityRatio/OutputActivityRatio,MOBROADELC,1,SC_0,2020-2050,engineering efficiency MOBROADELC,carrier/service ratio,ASM_EFFICIENCY_MOBROADELC,,
MAP_ADOPTION_MOBROADELC,RYT.json,TotalAnnualTechnologyActivityUpperLimit,MOBROADELC,1,SC_0,2020-2050,piecewise service-share envelope,service unit/year,ASM_ADOPTION_MOBROADELC,,
MAP_SERVICE_DEMAND_DOMESTIC_AVIATION,RYC.json,SpecifiedAnnualDemand,SRVAVIATION,,SC_0,2020-2050,observed-carrier service base and assumed growth,service unit,CALC_SERVICE_DOMESTIC_AVIATION ASM_SERVICE_GROWTH_DOMESTIC_AVIATION,,
MAP_SERVICE_RATIO_MOBAVIKER,RYTCM.json,InputActivityRatio/OutputActivityRatio,MOBAVIKER,1,SC_0,2020-2050,engineering efficiency MOBAVIKER,carrier/service ratio,ASM_EFFICIENCY_MOBAVIKER,,
MAP_SERVICE_DEMAND_DOMESTIC_NAVIGATION,RYC.json,SpecifiedAnnualDemand,SRVNAV,,SC_0,2020-2050,observed-carrier service base and assumed growth,service unit,CALC_SERVICE_DOMESTIC_NAVIGATION ASM_SERVICE_GROWTH_DOMESTIC_NAVIGATION,,
MAP_SERVICE_RATIO_MOBNAVGSL,RYTCM.json,InputActivityRatio/OutputActivityRatio,MOBNAVGSL,1,SC_0,2020-2050,engineering efficiency MOBNAVGSL,carrier/service ratio,ASM_EFFICIENCY_MOBNAVGSL,,
MAP_SERVICE_RATIO_MOBNAVDSL,RYTCM.json,InputActivityRatio/OutputActivityRatio,MOBNAVDSL,1,SC_0,2020-2050,engineering efficiency MOBNAVDSL,carrier/service ratio,ASM_EFFICIENCY_MOBNAVDSL,,
MAP_SERVICE_RATIO_MOBNAVELC,RYTCM.json,InputActivityRatio/OutputActivityRatio,MOBNAVELC,1,SC_0,2020-2050,engineering efficiency MOBNAVELC,carrier/service ratio,ASM_EFFICIENCY_MOBNAVELC,,
MAP_ADOPTION_MOBNAVELC,RYT.json,TotalAnnualTechnologyActivityUpperLimit,MOBNAVELC,1,SC_0,2020-2050,piecewise service-share envelope,service unit/year,ASM_ADOPTION_MOBNAVELC,,
MAP_SERVICE_DEMAND_RAIL_MOBILITY,RYC.json,SpecifiedAnnualDemand,SRVRAIL,,SC_0,2020-2050,observed-carrier service base and assumed growth,service unit,CALC_SERVICE_RAIL_MOBILITY ASM_SERVICE_GROWTH_RAIL_MOBILITY,,
MAP_SERVICE_RATIO_MOBRAILDSL,RYTCM.json,InputActivityRatio/OutputActivityRatio,MOBRAILDSL,1,SC_0,2020-2050,engineering efficiency MOBRAILDSL,carrier/service ratio,ASM_EFFICIENCY_MOBRAILDSL,,
MAP_SERVICE_RATIO_MOBRAILELC,RYTCM.json,InputActivityRatio/OutputActivityRatio,MOBRAILELC,1,SC_0,2020-2050,engineering efficiency MOBRAILELC,carrier/service ratio,ASM_EFFICIENCY_MOBRAILELC,,
MAP_ADOPTION_MOBRAILELC,RYT.json,TotalAnnualTechnologyActivityUpperLimit,MOBRAILELC,1,SC_0,2020-2050,piecewise service-share envelope,service unit/year,ASM_ADOPTION_MOBRAILELC,,
MAP_SERVICE_DEMAND_INDUSTRIAL_PROCESS_HEAT,RYC.json,SpecifiedAnnualDemand,SRVINDHEAT,,SC_0,2020-2050,observed-carrier service base and assumed growth,service unit,CALC_SERVICE_INDUSTRIAL_PROCESS_HEAT ASM_SERVICE_GROWTH_INDUSTRIAL_PROCESS_HEAT,,
MAP_SERVICE_RATIO_HTINDDSL,RYTCM.json,InputActivityRatio/OutputActivityRatio,HTINDDSL,1,SC_0,2020-2050,engineering efficiency HTINDDSL,carrier/service ratio,ASM_EFFICIENCY_HTINDDSL,,
MAP_SERVICE_RATIO_HTINDHFO,RYTCM.json,InputActivityRatio/OutputActivityRatio,HTINDHFO,1,SC_0,2020-2050,engineering efficiency HTINDHFO,carrier/service ratio,ASM_EFFICIENCY_HTINDHFO,,
MAP_SERVICE_RATIO_HTINDBIO,RYTCM.json,InputActivityRatio/OutputActivityRatio,HTINDBIO,1,SC_0,2020-2050,engineering efficiency HTINDBIO,carrier/service ratio,ASM_EFFICIENCY_HTINDBIO,,
MAP_SERVICE_RATIO_HTINDLPG,RYTCM.json,InputActivityRatio/OutputActivityRatio,HTINDLPG,1,SC_0,2020-2050,engineering efficiency HTINDLPG,carrier/service ratio,ASM_EFFICIENCY_HTINDLPG,,
MAP_SERVICE_RATIO_HTINDKER,RYTCM.json,InputActivityRatio/OutputActivityRatio,HTINDKER,1,SC_0,2020-2050,engineering efficiency HTINDKER,carrier/service ratio,ASM_EFFICIENCY_HTINDKER,,
MAP_SERVICE_RATIO_HTINDELC,RYTCM.json,InputActivityRatio/OutputActivityRatio,HTINDELC,1,SC_0,2020-2050,engineering efficiency HTINDELC,carrier/service ratio,ASM_EFFICIENCY_HTINDELC,,
MAP_ADOPTION_HTINDELC,RYT.json,TotalAnnualTechnologyActivityUpperLimit,HTINDELC,1,SC_0,2020-2050,piecewise service-share envelope,service unit/year,ASM_ADOPTION_HTINDELC,,
MAP_SERVICE_DEMAND_COMMERCIAL_PUBLIC_HEAT,RYC.json,SpecifiedAnnualDemand,SRVCOMHEAT,,SC_0,2020-2050,observed-carrier service base and assumed growth,service unit,CALC_SERVICE_COMMERCIAL_PUBLIC_HEAT ASM_SERVICE_GROWTH_COMMERCIAL_PUBLIC_HEAT,,
MAP_SERVICE_RATIO_HTCOMLPG,RYTCM.json,InputActivityRatio/OutputActivityRatio,HTCOMLPG,1,SC_0,2020-2050,engineering efficiency HTCOMLPG,carrier/service ratio,ASM_EFFICIENCY_HTCOMLPG,,
MAP_SERVICE_RATIO_HTCOMBIO,RYTCM.json,InputActivityRatio/OutputActivityRatio,HTCOMBIO,1,SC_0,2020-2050,engineering efficiency HTCOMBIO,carrier/service ratio,ASM_EFFICIENCY_HTCOMBIO,,
MAP_SERVICE_RATIO_HTCOMDSL,RYTCM.json,InputActivityRatio/OutputActivityRatio,HTCOMDSL,1,SC_0,2020-2050,engineering efficiency HTCOMDSL,carrier/service ratio,ASM_EFFICIENCY_HTCOMDSL,,
MAP_SERVICE_RATIO_HTCOMKER,RYTCM.json,InputActivityRatio/OutputActivityRatio,HTCOMKER,1,SC_0,2020-2050,engineering efficiency HTCOMKER,carrier/service ratio,ASM_EFFICIENCY_HTCOMKER,,
MAP_SERVICE_RATIO_HTCOMELC,RYTCM.json,InputActivityRatio/OutputActivityRatio,HTCOMELC,1,SC_0,2020-2050,engineering efficiency HTCOMELC,carrier/service ratio,ASM_EFFICIENCY_HTCOMELC,,
MAP_ADOPTION_HTCOMELC,RYT.json,TotalAnnualTechnologyActivityUpperLimit,HTCOMELC,1,SC_0,2020-2050,piecewise service-share envelope,service unit/year,ASM_ADOPTION_HTCOMELC,,
MAP_SERVICE_DEMAND_AGRICULTURE_MOTIVE_HEAT,RYC.json,SpecifiedAnnualDemand,SRVAGR,,SC_0,2020-2050,observed-carrier service base and assumed growth,service unit,CALC_SERVICE_AGRICULTURE_MOTIVE_HEAT ASM_SERVICE_GROWTH_AGRICULTURE_MOTIVE_HEAT,,
MAP_SERVICE_RATIO_MOTAGRDSL,RYTCM.json,InputActivityRatio/OutputActivityRatio,MOTAGRDSL,1,SC_0,2020-2050,engineering efficiency MOTAGRDSL,carrier/service ratio,ASM_EFFICIENCY_MOTAGRDSL,,
MAP_SERVICE_RATIO_MOTAGRELC,RYTCM.json,InputActivityRatio/OutputActivityRatio,MOTAGRELC,1,SC_0,2020-2050,engineering efficiency MOTAGRELC,carrier/service ratio,ASM_EFFICIENCY_MOTAGRELC,,
MAP_ADOPTION_MOTAGRELC,RYT.json,TotalAnnualTechnologyActivityUpperLimit,MOTAGRELC,1,SC_0,2020-2050,piecewise service-share envelope,service unit/year,ASM_ADOPTION_MOTAGRELC,,
MAP_PRICE_IMPHFO,RYTM.json,VariableCost,IMPHFO,1,SC_0,2020-2050,16.2,USD/GJ,ASM_PRICE_IMPHFO,,
MAP_PRICE_IMPDSL,RYTM.json,VariableCost,IMPDSL,1,SC_0,2020-2050,20.0,USD/GJ,ASM_PRICE_IMPDSL,,
MAP_PRICE_IMPKER,RYTM.json,VariableCost,IMPKER,1,SC_0,2020-2050,20.0,USD/GJ,ASM_PRICE_IMPKER,,
MAP_PRICE_IMPGSL,RYTM.json,VariableCost,IMPGSL,1,SC_0,2020-2050,21.0,USD/GJ,ASM_PRICE_IMPGSL,,
MAP_PRICE_IMPLPG,RYTM.json,VariableCost,IMPLPG,1,SC_0,2020-2050,22.0,USD/GJ,ASM_PRICE_IMPLPG,,
MAP_PRICE_RNWBIO,RYTM.json,VariableCost,RNWBIO,1,SC_0,2020-2050,6.0,USD/GJ,ASM_PRICE_RNWBIO,,
MAP_RETIRED_DEMCOMNGS,genData.json,technology membership,DEMCOMNGS,,SC_0,retired 2026-07-29,removed after zero-demand/zero-activity topology proof,structural,SRC_FIJI_V25_CASE,CHG_PHASE1K_TOPOLOGY,
MAP_RETIRED_DEMINDCOA,genData.json,technology membership,DEMINDCOA,,SC_0,retired 2026-07-29,removed after zero-demand/zero-activity topology proof,structural,SRC_FIJI_V25_CASE,CHG_PHASE1K_TOPOLOGY,
MAP_RETIRED_DEMINDNGS,genData.json,technology membership,DEMINDNGS,,SC_0,retired 2026-07-29,removed after zero-demand/zero-activity topology proof,structural,SRC_FIJI_V25_CASE,CHG_PHASE1K_TOPOLOGY,
MAP_RETIRED_DEMRESNGS,genData.json,technology membership,DEMRESNGS,,SC_0,retired 2026-07-29,removed after zero-demand/zero-activity topology proof,structural,SRC_FIJI_V25_CASE,CHG_PHASE1K_TOPOLOGY,
MAP_RETIRED_DEMTRAHFO,genData.json,technology membership,DEMTRAHFO,,SC_0,retired 2026-07-29,removed after zero-demand/zero-activity topology proof,structural,SRC_FIJI_V25_CASE,CHG_PHASE1K_TOPOLOGY,
MAP_RETIRED_DEMTRANGS,genData.json,technology membership,DEMTRANGS,,SC_0,retired 2026-07-29,removed after zero-demand/zero-activity topology proof,structural,SRC_FIJI_V25_CASE,CHG_PHASE1K_TOPOLOGY,
MAP_RETIRED_RNWGEO,genData.json,technology membership,RNWGEO,,SC_0,retired 2026-07-29,removed after zero-demand/zero-activity topology proof,structural,SRC_FIJI_V25_CASE,CHG_PHASE1K_TOPOLOGY,
MAP_RETIRED_RNWHYD,genData.json,technology membership,RNWHYD,,SC_0,retired 2026-07-29,removed after zero-demand/zero-activity topology proof,structural,SRC_FIJI_V25_CASE,CHG_PHASE1K_TOPOLOGY,
MAP_RETIRED_RNWSOL,genData.json,technology membership,RNWSOL,,SC_0,retired 2026-07-29,removed after zero-demand/zero-activity topology proof,structural,SRC_FIJI_V25_CASE,CHG_PHASE1K_TOPOLOGY,
MAP_RETIRED_RNWWND,genData.json,technology membership,RNWWND,,SC_0,retired 2026-07-29,removed after zero-demand/zero-activity topology proof,structural,SRC_FIJI_V25_CASE,CHG_PHASE1K_TOPOLOGY,
MAP_PRECIP_SSP245_IAR,RYTCM.json,InputActivityRatio,26 national LND...TOT technologies,1,SC_0,2020-2050,2020 full-precision coefficient * annual SSP2-4.5 multiplier,km3 per 1000 km2,CALC_PRECIP_SSP245_IAR CALC_PRECIP_SSP245_ANNUAL,,WTRPRCFJI input; 104 climate-linked rows are source-diff allowlisted together with the three hydrology outputs.
MAP_HYDROLOGY_SSP245_OAR,RYTCM.json,OutputActivityRatio,26 national LND...TOT technologies,1,SC_0,2020-2050,2020 full-precision coefficients * annual SSP2-4.5 multiplier for WTREVTFJI WTRGRCFJI WTRSURFJI,km3 per 1000 km2,CALC_HYDROLOGY_SSP245_OAR CALC_PRECIP_SSP245_ANNUAL,,Preserves the inherited ET/recharge/runoff partition.
MAP_ENV_WATER_SSP245_CLOSURE,RYTCn.json,UserConstraintActivityMultiplier,ENV_WATER_CLOSURE,,SC_0,2020-2050,recomputed annual net water OAR-IAR coefficients,dimensionless,CALC_ENV_WATER_SSP245_CLOSURE,,Supersedes the constant land-technology values represented by MAP_ENV_WATER_CLOSURE for the climate-linked years.
MAP_PRECIP_SSP245_MANIFEST,precipitation_ssp245_manifest.json,complete active source file,precipitation_ssp245_manifest.json,,SC_0,2020-2050,"source anchors, annual multipliers, base ratios, equation mapping, fingerprints and validation design",mixed model units,SRC_WB_CCKP_CMIP6_FJI_PR CALC_PRECIP_SSP245_ANNUAL CALC_ENV_WATER_SSP245_CLOSURE,,Generated reproducibly by scripts/apply_fiji_v26_ssp245_precipitation.py.
MAP_FILE_PRECIPITATION_SSP245_SOURCE_JSON,precipitation_ssp245_source.json,complete active source file,precipitation_ssp245_source.json,,SC_0,2020-2050,"CCKP API values, URLs, scenario mapping and limitations",mixed climate-data units,SRC_WB_CCKP_CMIP6_FJI_PR SRC_COPERNICUS_CMIP6_SCENARIOS SRC_FMS_FIJI_CLIMATE_PROJECTIONS,,Immutable copy of scripts/data/fiji_v26_precipitation_ssp245.json installed with the case.
MAP_FILE_VALIDATION_SSP245_DISPOSABLE_JSON,validation_ssp245_disposable.json,validation evidence,validation_ssp245_disposable.json,,SC_0,2020-2050,pre-promotion fresh control/candidate validation,status and model units,SRC_FIJI_V26_SSP245_VALIDATION,,Unique disposable evidence retained after live promotion.
MAP_FILE_VALIDATION_SSP245_LIVE_JSON,validation_ssp245_live.json,validation evidence,validation_ssp245_live.json,,SC_0,2020-2050,post-promotion in-place application generation and solver validation,status and model units,SRC_FIJI_V26_SSP245_VALIDATION,,Authoritative current result identity and regression report.
MAP_PRECIP_SSP245_SOLVED_ACTIVITY,validation_ssp245_live.json,validated TotalAnnualTechnologyActivity,MINPRCFJI,1,SC_0,2020-2050,national land area * annual precipitation IAR; 2020=46.59465 2030=45.77778215255981 2050=45.82591754477356,km3/year,CALC_PRECIP_SSP245_NATIONAL SRC_FIJI_V26_SSP245_VALIDATION,,Solver result agrees with the deterministic benchmark within exported CSV precision.
MAP_FSH_STRUCTURE,genData.json,TECHNOLOGY; COMMODITY; TGROUP,seven Fisheries technologies; three Fisheries service commodities; TG_fisheries,,SC_0,2020-2050,"non-forcing capture, aquaculture and post-harvest service architecture",sets,SRC_FSH_FIJI_V26 CALC_FSH_SOLVER_VALIDATION,,Added structurally through UpdateCase before source-parameter overlays.
MAP_FSH_DEMAND_CAPTURE,RYC.json,SAD,COM_fsh_cap,,SC_0,2020-2050,0.033508266 flat,PJ useful service,CALC_FSH_CAPTURE_SERVICE ASM_FSH_CAPTURE_FLAT,CHG_FSH_POP_TRADE_V29,Final demand rather than a technology activity pin.
MAP_FSH_DEMAND_AQUACULTURE,RYC.json,SAD,COM_fsh_aq,,SC_0,2020-2050,0.000005841963*1.05^(year-2020),PJ useful service,CALC_FSH_AQ_SERVICE ASM_FSH_AQ_GROWTH,CHG_FSH_POP_TRADE_V29,Analytical central path; the plan target remains benchmark-only.
MAP_FSH_DEMAND_POSTHARVEST,RYC.json,SAD,COM_fsh_post,,SC_0,2020-2050,0.019242795528 flat,PJ useful service,CALC_FSH_POST_SERVICE ASM_FSH_POST_FLAT,CHG_FSH_POP_TRADE_V29,Combined cold-chain and processing service.
MAP_FSH_RATIOS,RYTCM.json,IAR; OAR,all seven Fisheries technologies and their carrier/service commodities,1,SC_0,2020-2050,carrier efficiencies; normalized service output; process-water ratio,PJ/PJ and km3/PJ,CALC_FSH_CAPTURE_SERVICE CALC_FSH_AQ_SERVICE CALC_FSH_POST_SERVICE CALC_FSH_POST_WATER,,Each technology has mode 1 only.
MAP_FSH_RESIDUAL_CAPACITY,RYT.json,RC,TEC_fsh_cap_dsl; TEC_fsh_aq_ele; TEC_fsh_post_ele; TEC_fsh_post_dsl; TEC_fsh_post_sol,,SC_0,2020-2034,uniform-age retirement series,PJ service/year,CALC_FSH_RESIDUAL_STOCKS ASM_FSH_LIVES,,No pre-2020 stock is asserted for electric capture or diesel aquaculture.
MAP_FSH_COSTS,RYT.json,CC; FC,all seven Fisheries technologies,,SC_0,2020-2050,technology-specific proxy schedules,million USD/PJ/year and million USD/PJ/year/year,CALC_FSH_SOLVER_VALIDATION ASM_FSH_CAPEX,,High-uncertainty screening values; carrier costs remain upstream.
MAP_FSH_OPEN_BOUNDS,RYT.json,TAL; TAU; TAMinC; TAMaxC; TAMinCI; TAMaxCI,all seven Fisheries technologies,,SC_0,2020-2050,0; 999999; 0; 999999; 0; 999999,model units,SRC_FSH_FIJI_V26 CALC_FSH_SOLVER_VALIDATION,,No exact activity pin positive minimum share staged opening or UDC.
MAP_FSH_LIFE_CAU,RT.json,OL; CAU,all seven Fisheries technologies,,SC_0,2020-2050,lives 10-15 years; CAU=1,years and activity/capacity-year,ASM_FSH_LIVES CALC_FSH_RESIDUAL_STOCKS,,Technology capacity is expressed in useful-service output per year.
MAP_FSH_CO2,RYTEM.json,EAR,TEC_fsh_cap_dsl; TEC_fsh_aq_dsl; TEC_fsh_post_dsl,1,SC_0,2020-2050,0.247; 0.247; 0.092625,Mt CO2/PJ service,SRC_FSH_UNSD_DSD ASM_FSH_CAPTURE_EFF ASM_FSH_AQ_EFF ASM_FSH_POST_MIX_EFF,,Direct combustion only; electricity emissions remain upstream.
MAP_FSH_BOUNDARY_RYC,RYC.json,SAD,COM_x6kh9; COM_sb105; COM_9ek33; COM_3drm3; COM_mmv3k,,SC_0,2020-2050,baseline minus Fisheries amounts,model units,CALC_FSH_BOUNDARY SRC_FSH_FIJI_V26,,Every subtraction is checked against the frozen v2.6 source.
MAP_FSH_BOUNDARY_RYT,RYT.json,TAL; TAU,TEC_s2z92; TEC_tfgsb,,SC_0,2020-2023,existing observed-year pins minus disaggregated diesel activity,PJ activity,CALC_FSH_BOUNDARY SRC_FSH_FIJI_V26,,Only inherited aggregate pins change; Fisheries technologies remain open.
MAP_FSH_VALIDATION,validation/control_candidate_comparison.json,validation evidence,Fiji_v2.7 Fisheries,,SC_0,2020-2050,deterministic checks; non-forcing audit; matrix check; bounded and normal CBC; unchanged-control comparison,status,CALC_FSH_SOLVER_VALIDATION,,Live and disposable source files are byte-identical and generated data hashes match.
MAP_FSH_MANIFEST,fisheries_v27_manifest.json,complete active source file,fisheries_v27_manifest.json,,SC_0,2020-2050,source inputs; formulas; boundary subtractions; technology definitions; full-precision generated schedules,mixed model units,CALC_FSH_BOUNDARY CALC_FSH_RESIDUAL_STOCKS,,Installed in the live case and portable archive.
MAP_CONFIG,config/config.yaml,country package configuration,Fiji_v2.9,,SC_0,2020-2050,country=Fiji; iso3=FJI; case=Fiji_v2.9; live_case=WebAPP/DataStorage/Fiji_v2.9,configuration,SRC_FIJI_V28_SOLVED CALC_FISH_V29_SOLVER_VALIDATION,,Configuration identifies the promoted live v2.9 case and its immediate v2.8 lineage.
MAP_FSH_POLICY_BENCHMARK,fisheries_v27_manifest.json,benchmark-only evidence,Fiji aquaculture and fisheries policy targets,,SC_0,2024-2029,retained for validation and future scenarios; not imposed as an activity or capacity constraint,benchmark,SRC_FSH_FIJI_POLICY2024_28 SRC_FSH_FIJI_SDP2019_29,,Separates policy ambition from the central analytical trajectory.
MAP_FSH_ICE_BENCHMARK,fisheries_v27_manifest.json,benchmark-only evidence,FAO small-scale fisheries ice demand,,SC_0,2020-2050,retained as an upgrade benchmark; no additional ice tonnage imposed without Fiji landing-site throughput evidence,benchmark,SRC_FSH_FAO_ICE,,Avoids silently expanding the modeled post-harvest boundary.
MAP_CROP_V28_STRUCTURE,genData.json,osy-tech additions; no commodity additions,TEC_imp_crop_cas; TEC_imp_crop_yam; TEC_imp_crop_con; TEC_imp_crop_oth; TEC_imp_sugar_fji,1,SC_0,2020-2050,five import accounting backstops producing existing CRPCAS CRPYAM CRPCON CRPOTH SGCPROCFJI,Mt activity; Mt/year capacity,CALC_CROP_V28_IMPORTS_2025 ASM_CROP_IMPORT_BACKSTOP,,Names: IMPCRPCAS IMPCRPYAM IMPCRPCON IMPCRPOTH IMPSUGFJI; existing commodity IDs are retained.
MAP_CROP_V28_FINAL_DEMAND,RYC.json,AAD,COM_nj0y1; COM_kdi0c; COM_u8mne; COM_hqpyh; COM_phase1d_sgcproc,,SC_0,2020-2050,CALC_CROP_V28_FINAL_DEMAND,Mt/year,CALC_CROP_V28_FINAL_DEMAND,,Resident food plus exports; tourism excluded. SGCPROCFJI is cane-throughput equivalent.
MAP_CROP_V28_IMPORT_FLOOR,RYT.json,TAL,TEC_imp_crop_cas; TEC_imp_crop_yam; TEC_imp_crop_con; TEC_imp_crop_oth; TEC_imp_sugar_fji,,SC_0,2020-2050,CALC_CROP_V28_IMPORT_FLOOR,Mt/year activity,CALC_CROP_V28_IMPORT_FLOOR,,A lower limit only; TAU remains open.
MAP_CROP_V28_IMPORT_ENVELOPES,RYT.json,COTU; TAU; TAMinCI; TAMinC; TAMaxCI; TAMaxC; RC; FC; CC; AF,TEC_imp_crop_cas; TEC_imp_crop_yam; TEC_imp_crop_con; TEC_imp_crop_oth; TEC_imp_sugar_fji,,SC_0,2020-2050,open one-year accounting backstops: zero minima/residual/fixed/capital cost; host-open maxima; AF=1,mixed activity/capacity units,ASM_CROP_IMPORT_BACKSTOP,,
MAP_CROP_V28_LIFE_CAU,RT.json,OL; CAU,TEC_imp_crop_cas; TEC_imp_crop_yam; TEC_imp_crop_con; TEC_imp_crop_oth; TEC_imp_sugar_fji,,SC_0,2020-2050,OL=1; CAU=1,year; Mt/year per capacity unit,ASM_CROP_IMPORT_BACKSTOP,,
MAP_CROP_V28_OUTPUT_RATIOS,RYTCM.json,OAR; IAR,TEC_imp_crop_cas; TEC_imp_crop_yam; TEC_imp_crop_con; TEC_imp_crop_oth; TEC_imp_sugar_fji,1,SC_0,2020-2050,OAR=1 to the mapped existing crop commodity; no input commodity,Mt commodity/Mt activity,ASM_CROP_IMPORT_BACKSTOP ASM_CROP_COCONUT_ONE_TO_ONE ASM_CROP_RICE_PADDY_EQUIV ASM_CROP_SUGAR_CANE_EQUIV,,
MAP_CROP_V28_MODE_COST,RYTM.json,VC; TADML; TAIML; TAMLL; TAMUL,TEC_imp_crop_cas; TEC_imp_crop_yam; TEC_imp_crop_con; TEC_imp_crop_oth; TEC_imp_sugar_fji,1,SC_0,2020-2050,VC=10; mode minima zero; mode upper open,million USD/Mt; activity,CALC_CROP_V28_IMPORT_VC,,
